image_url,status,price,address,city_state,description,features,badges
,,"$345,000",22842 Theodoli Dr,22842 Theodoli Dr,"
                    For Sale, Single-Family","['4  bedrooms', '1,824  Sqft. ($189/Sqft.)', '2  full baths', '6,250  lot Sqft.', '1  story', '2021  year built']",[]
,,"$525,000",18635 Oak Shadow Cir,18635 Oak Shadow Cir,"
                    For Sale, Single-Family","['4  bedrooms', '3,580  Sqft. ($147/Sqft.)', '3  full baths', '1.5   Acres', '2  stories', '2002  year built']",[]
,,"$354,990",9427 Harvest Bay Ct,9427 Harvest Bay Ct,"
                    For Sale, Townhouse/Condo - Townhouse","['3  bedrooms', '1,908  Sqft. ($186/Sqft.)', '2 full & 1  half baths', '2  stories', '2023  year built']",[]
,,"$190,000",5007 Abbie Ln,5007 Abbie Ln,"
                    For Sale, Single-Family","['2  bedrooms', '1,130  Sqft. ($168/Sqft.)', '2  full baths', '5,000  lot Sqft.', '1  story', '2005  year built']",[]
,,"$400,000",234 Elianne Lace Ct,234 Elianne Lace Ct,"
                    For Sale, Single-Family","['4  bedrooms', '2,921  Sqft. ($137/Sqft.)', '2 full & 1  half baths', '6,858  lot Sqft.', '2  stories', '2019  year built']",[]
,,"$299,990",20726 Westfield Grove Pl,20726 Westfield Grove Pl,"
                    For Sale, Single-Family","['3  bedrooms', '1,459  Sqft. ($206/Sqft.)', '2  full baths', '6,049  lot Sqft.', '1  story', '2019  year built']",[]
,,"$1,499,000",1001 N Cuernavaca Dr,1001 N Cuernavaca Dr,"
                    For Sale, Residential Single Family","['4  bedrooms', '3,559  Sqft. ($421/Sqft.)', '3 full & 1  half baths', '15,812  lot Sqft.', '2  stories', '2016  year built']",[]
,,"$225,000",19118 Lakota Dr,19118 Lakota Dr,"
                    For Sale, Single-Family","['3  bedrooms', '1,616  Sqft. ($139/Sqft.)', '2  full baths', '4,944  lot Sqft.', '1  story', '2006  year built']",[]
,,"$140,000",3714 Quail Meadow Dr,3714 Quail Meadow Dr,"
                    For Sale, Single-Family","['4  bedrooms', '1,790  Sqft. ($78/Sqft.)', '2  full baths', '7,103  lot Sqft.', '1  story', '1977  year built']",[]
,,"$359,900",7602 Timberway Ln,7602 Timberway Ln,"
                    For Sale, Single-Family","['5  bedrooms', '3,110  Sqft. ($116/Sqft.)', '3  full baths', '6,780  lot Sqft.', '1  story', 'Private Pool', '1976  year built']",[]
,,"$240,000",21006 Longeni Dr,21006 Longeni Dr,"
                    For Sale, Single-Family","['3  bedrooms', '1,311  Sqft. ($183/Sqft.)', '2  full baths', '1  story', '2022  year built']",[]
,,"$299,990",619 E Park St,619 E Park St,"
                    For Sale, Single-Family","['3  bedrooms', '1,500  Sqft. ($200/Sqft.)', '2  full baths', '7,252  lot Sqft.', '2  stories', '1964  year built']",[]
,,"$515,000",9415 Kari Springs Ct,9415 Kari Springs Ct,"
                    For Sale, Single-Family","['4  bedrooms', '3,298  Sqft. ($156/Sqft.)', '3 full & 1  half baths', '8,364  lot Sqft.', '2  stories', 'Private Pool', '1999  year built']",[]
,,"$250,000",1517 Hayloft Ln,1517 Hayloft Ln,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,332  Sqft. ($188/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '1996  year built']",[]
,,"$284,500",Lot 40 Big Rock Lake Rd,Lot 40 Big Rock Lake Rd,"
                    For Sale, Land / Unimproved Land",['1.0   Acres'],[]
,,"$235,000",1418 Park Dr,1418 Park Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,917  Sqft. ($123/Sqft.)', '2 full & 1  half baths', '0.7   Acres', '1  story', '1960  year built']",[]
,,"$349,000",201 Hitt St,201 Hitt St,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,949  Sqft. ($179/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '2017  year built']",[]
,,"$359,900",708 Parkmont Dr,708 Parkmont Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '1,889  Sqft. ($191/Sqft.)', '3  full baths', '0.3   Acres', '1  story', '1955  year built']",[]
,,"$49,900",Lot 339 Shooting Star Ct,Lot 339 Shooting Star Ct,"
                    For Sale, Land / Unimproved Land",['2.0   Acres'],[]
,,"$189,000",7211 WESTGLADE DR,7211 WESTGLADE DR,"
                    For Sale, Single-Family","['3  bedrooms', '1,104  Sqft. ($171/Sqft.)', '1 full & 1  half baths', '1  story']",[]
,,"$79,900",Lt 338 Shooting Star,Lt 338 Shooting Star,"
                    For Sale, Land / Unimproved Land",['2.0   Acres'],[]
,,"$399,000",4622 Candlestick Dr,4622 Candlestick Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '2,185  Sqft. ($183/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '1984  year built']",[]
,,"$182,500",3908 Crestridge Dr,3908 Crestridge Dr,"
                    For Sale, Residential - Single Family","['2  bedrooms', '1,092  Sqft. ($167/Sqft.)', '1  full baths', '0.2   Acres', '1  story', '1979  year built']",[]
,,"$1,350,000",1322 Shell Beach Dr,1322 Shell Beach Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '3,595  Sqft. ($376/Sqft.)', '2 full & 1  half baths', '1.4   Acres', '2  stories', 'Private Pool', '2006  year built']",[]
,,"$259,999",2614 THUNDER GULCH,2614 THUNDER GULCH,"
                    For Sale, Single-Family","['3  bedrooms', '1,446  Sqft. ($180/Sqft.)', '2  full baths', '1  story']",[]
,,"$750,000",6577 CR 664,6577 CR 664,"
                    For Sale, Residential - Single Family","['4  bedrooms', '1,600  Sqft. ($469/Sqft.)', '1 full & 1  half baths', '77.8   Acres', '1  story', '2022  year built']",[]
,,"$7,149,000",1714 Cypress Way,1714 Cypress Way,"
                    For Sale, Residential - Single Family","['5  bedrooms', '6,443  Sqft. ($1110/Sqft.)', '5 full & 2  half baths', '1.4   Acres', '1  story', 'Private Pool', '2022  year built']",[]
,,"$279,900",901 Timberline Ct,901 Timberline Ct,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,470  Sqft. ($190/Sqft.)', '2  full baths', '0.4   Acres', '1  story', '1980  year built']",[]
,,"$649,999",2288 San Jose Way,2288 San Jose Way,"
                    For Sale, Lots","['132,858  Sqft. ($5/Sqft.)', '3.1   Acres']",[]
,,"$559,000",3820 Jan Camille Ct,3820 Jan Camille Ct,"
                    For Sale, Residential - Single Family","['3  bedrooms', '2,199  Sqft. ($254/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '2021  year built']",[]
,,"$385,000",9212 Bison Creek Dr,9212 Bison Creek Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,031  Sqft. ($190/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '2019  year built']",[]
,,"$339,000",916 Boxwood Dr,916 Boxwood Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,310  Sqft. ($259/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '1985  year built']",[]
,,"$499,900",2814 GAINESBOROUGH DR,2814 GAINESBOROUGH DR,"
                    For Sale, Single-Family","['5  bedrooms', '3,546  Sqft. ($141/Sqft.)', '3  full baths', '2  stories']",[]
,,"$395,000",2302 Westchester Dr,2302 Westchester Dr,"
                    For Sale, Multi-Family - Duplex","['4  bedrooms', '4  full baths', '0.2   Acres', '1  story', '1972  year built']",[]
,,"$300,000",1300 Fulton Dr,1300 Fulton Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,635  Sqft. ($183/Sqft.)', '2  full baths', '0.3   Acres', '1  story', 'Private Pool', '1976  year built']",[]
,,"$519,000",1079 Hummingbird Ln,1079 Hummingbird Ln,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,272  Sqft. ($228/Sqft.)', '2  full baths', '1.0   Acres', '1  story', '2023  year built']",[]
,,"$387,000",3405 OAK Ln,3405 OAK Ln,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,589  Sqft. ($244/Sqft.)', '2  full baths', '7,200  lot Sqft.', '1  story', '2021  year built']",[]
,,"$220,000",8208 Towns St,8208 Towns St,"
                    For Sale, Residential - Single Family","['2  bedrooms', '970  Sqft. ($227/Sqft.)', '1  full baths', '0.2   Acres', '1  story', '1955  year built']",[]
,,"$2,000,000",12110 County Road 132,12110 County Road 132,"
                    For Sale, Residential - Single Family","['4  bedrooms', '3,612  Sqft. ($554/Sqft.)', '3  full baths', '4.3   Acres', '1  story', '2002  year built']",[]
,,"$182,500",212 Wills Way B,212 Wills Way B,"
                    For Sale, Residential - Single Family","['2  bedrooms', '1,377  Sqft. ($133/Sqft.)', '2  full baths', '3,049  lot Sqft.', '1  story', '2005  year built']",[]
,,"$285,000",5609 Trenton Ct,5609 Trenton Ct,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,317  Sqft. ($216/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '1996  year built']",[]
,,"$980,000",1601 W Wintergreen Rd,1601 W Wintergreen Rd,"
                    For Sale, Land / Unimproved Land",['6.4   Acres'],[]
,,"$95,000",3601 Washington St,3601 Washington St,"
                    For Sale, Land / Unimproved Land",['0.3   Acres'],[]
,,"$374,999",310 Wallford Ln,310 Wallford Ln,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,585  Sqft. ($145/Sqft.)', '3  full baths', '0.2   Acres', '2  stories', '2005  year built']",[]
,,"$549,000",121 CHAMPIONS BLVD,121 CHAMPIONS BLVD,"
                    For Sale, Single-Family","['4  bedrooms', '2,708  Sqft. ($203/Sqft.)', '3  full baths', '1   Acres', '1  story']",[]
,,"$493,500",1301 Dallshan Dr,1301 Dallshan Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,303  Sqft. ($214/Sqft.)', '2 full & 1  half baths', '0.2   Acres', '2  stories', '1997  year built']",[]
,,"$369,900",6114 Prospect Hill Dr,6114 Prospect Hill Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '2,255  Sqft. ($164/Sqft.)', '2 full & 1  half baths', '0.1   Acres', '1  story', '1999  year built']",[]
,,"$165,000",5646 S Lakeshore Dr #12,5646 S Lakeshore Dr #12,"
                    For Sale, Residential - Townhouse","['2  bedrooms', '1,400  Sqft. ($118/Sqft.)', '1 full & 1  half baths', '0.0   Acres', '2  stories', '1985  year built']",[]
,,"$99,500",3490 County Road 381,3490 County Road 381,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,526  Sqft. ($65/Sqft.)', '2  full baths', '1.8   Acres', '1  story', '1962  year built']",[]
,,"$475,000",307 Amber Ln,307 Amber Ln,"
                    For Sale, Residential - Single Family","['5  bedrooms', '2,739  Sqft. ($173/Sqft.)', '3  full baths', '0.6   Acres', '1  story', '2016  year built']",[]
,,"$530,670",5773 Crestwood Ln,5773 Crestwood Ln,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,793  Sqft. ($190/Sqft.)', '2 full & 1  half baths', '0.1   Acres', '2  stories', '2002  year built']",[]
,,"$750,000",6577 County Road 664,6577 County Road 664,"
                    For Sale, Country Homes/Acreage",['77.8   Acres'],[]
,,"$600,000",358 Oak Ridge Dr,358 Oak Ridge Dr,"
                    For Sale, Single-Family","['3  bedrooms', '2,182  Sqft. ($275/Sqft.)', '2  full baths', '5.9   Acres', '1  story']",[]
,,"$650,000",1701 Goldenrod Ln,1701 Goldenrod Ln,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,641  Sqft. ($246/Sqft.)', '2 full & 1  half baths', '0.2   Acres', '1  story', 'Private Pool', '2013  year built']",[]
,,"$425,000",108 EDGEWOOD DR,108 EDGEWOOD DR,"
                    For Sale, Single-Family","['3  bedrooms', '1,422  Sqft. ($299/Sqft.)', '2  full baths', '1  story']",[]
,,"$245,000",411 N Ravinia Dr,411 N Ravinia Dr,"
                    For Sale, Residential - Single Family","['2  bedrooms', '1,261  Sqft. ($194/Sqft.)', '1  full baths', '0.2   Acres', '1  story', '1953  year built']",[]
,,"$225,000",9531 BOWEN DR,9531 BOWEN DR,"
                    For Sale, Single-Family","['2  bedrooms', '1,163  Sqft. ($193/Sqft.)', '2  full baths', '1  story']",[]
,,"$120,000",690 Ravine St,690 Ravine St,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,078  Sqft. ($111/Sqft.)', '1  full baths', '0.5   Acres', '1  story', '1940  year built']",[]
,,"$229,900",938 FILLMORE DR,938 FILLMORE DR,"
                    For Sale, Single-Family","['3  bedrooms', '1,910  Sqft. ($120/Sqft.)', '2  full baths', '1  story']",[]
,,"$227,000",937 Maple St,937 Maple St,"
                    For Sale, Residential - Single Family","['4  bedrooms', '1,723  Sqft. ($132/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '1975  year built']",[]
,,"$572,000",4122 Wyatt Way,4122 Wyatt Way,"
                    For Sale, Residential - Single Family","['5  bedrooms', '2,607  Sqft. ($219/Sqft.)', '3 full & 1  half baths', '0.1   Acres', '2  stories', '2021  year built']",[]
,,"$416,500",TBD CR 106 n/a,TBD CR 106 n/a,"
                    For Sale, Country Homes/Acreage",['170   Acres'],[]
,,"$490,000",417 Brees Blvd,417 Brees Blvd,"
                    For Sale, Single-Family","['3  bedrooms', '1,932  Sqft. ($254/Sqft.)', '2  full baths', '1  story']",[]
,,"$395,000",15752 County Road 834,15752 County Road 834,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,320  Sqft. ($299/Sqft.)', '1  full baths', '2.0   Acres', '1  story', '2014  year built']",[]
,,"$3,999,999",TBD CR 146,TBD CR 146,"
                    For Sale, Country Homes/Acreage",['631.0   Acres'],[]
,,"$555,000",1825 Breeds Hill Rd,1825 Breeds Hill Rd,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,807  Sqft. ($198/Sqft.)', '3  full baths', '0.1   Acres', '2  stories', '2008  year built']",[]
,,"$360,000",12517 Panorama Dr,12517 Panorama Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,948  Sqft. ($122/Sqft.)', '2 full & 1  half baths', '0.1   Acres', '2  stories', '2006  year built']",[]
,,"$143,800",308 W Southcross Blvd,308 W Southcross Blvd,"
                    For Sale, Single-Family","['3  bedrooms', '1,626  Sqft. ($88/Sqft.)', '1 full & 1  half baths', '1  story']",[]
,,"$24,500",104 Vineyard Ct,104 Vineyard Ct,"
                    For Sale, Land / Unimproved Land",['0.3   Acres'],[]
,,"$1,498,000",317 Bell Plains Rd,317 Bell Plains Rd,"
                    For Sale, Residential - Single Family","['6  bedrooms', '3,794  Sqft. ($395/Sqft.)', '4  full baths', '48.5   Acres', '1.5  stories', '1981  year built']",[]
,,"$395,000",10923 CHATHAM CT,10923 CHATHAM CT,"
                    For Sale, Single-Family","['5  bedrooms', '2,542  Sqft. ($155/Sqft.)', '2 full & 1  half baths', '2  stories']",[]
,,"$280,000",312 W Park Ave,312 W Park Ave,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,500  Sqft. ($187/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '1991  year built']",[]
,,"$423,990",351 Appaloosa Dr,351 Appaloosa Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,811  Sqft. ($151/Sqft.)', '3  full baths', '0.2   Acres', '2  stories', '2023  year built']",[]
,,"$165,000",TBD County Rd 1245,TBD County Rd 1245,"
                    For Sale, Land / Unimproved Land",['5.1   Acres'],[]
,,"$399,990",890 Rosebud Trl,890 Rosebud Trl,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,526  Sqft. ($158/Sqft.)', '2 full & 1  half baths', '0.2   Acres', '2  stories', '2023  year built']",[]
,,"$1,195,000",126 Greentree Dr,126 Greentree Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '3,681  Sqft. ($325/Sqft.)', '4 full & 1  half baths', '0.6   Acres', '1.5  stories', 'Private Pool', '2014  year built']",[]
,,"$695,000",3572 Sevilla Dr,3572 Sevilla Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '2,339  Sqft. ($297/Sqft.)', '3 full & 1  half baths', '0.1   Acres', '2  stories', '2019  year built']",[]
,,"$139,000",000 Sister Grove Rd,000 Sister Grove Rd,"
                    For Sale, Land / Unimproved Land",['1.1   Acres'],[]
,,"$345,999",425 Castle St,425 Castle St,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,824  Sqft. ($190/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '2012  year built']",[]
,,"$419,000",255 Kathryn's Ct,255 Kathryn's Ct,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,118  Sqft. ($198/Sqft.)', '3  full baths', '0.2   Acres', '1  story', '2022  year built']",[]
,,"$1,190,000",4141 Woodbine Ln,4141 Woodbine Ln,"
                    For Sale, Residential - Single Family","['4  bedrooms', '3,820  Sqft. ($312/Sqft.)', '3 full & 2  half baths', '0.2   Acres', '2  stories', '2018  year built']",[]
,,"$150,000",3026 Warren Ave,3026 Warren Ave,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,200  Sqft. ($125/Sqft.)', '1 full & 1  half baths', '0.1   Acres', '1  story', '1930  year built']",[]
,,"$250,000",6211 Godfrey Ave,6211 Godfrey Ave,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,032  Sqft. ($242/Sqft.)', '1 full & 1  half baths', '0.2   Acres', '1  story', '1963  year built']",[]
,,"$690,000",3930 Furey St,3930 Furey St,"
                    For Sale, Residential - Single Family","['5  bedrooms', '3,792  Sqft. ($182/Sqft.)', '3  full baths', '0.2   Acres', '2  stories', '2023  year built']",[]
,,"$121,800",710 Union Ave,710 Union Ave,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,164  Sqft. ($105/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '1950  year built']",[]
,,"$329,900",1764 Jasons South Ct,1764 Jasons South Ct,"
                    For Sale, Single-Family","['4  bedrooms', '1,555  Sqft. ($212/Sqft.)', '2  full baths']",[]
,,"$2,750,000",2401 Dove Rd,2401 Dove Rd,"
                    For Sale, Residential - Single Family","['4  bedrooms', '5,877  Sqft. ($468/Sqft.)', '4 full & 1  half baths', '2.9   Acres', '2  stories', 'Private Pool', '2002  year built']",[]
,,"$329,000",399 Coppice Pl,399 Coppice Pl,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,092  Sqft. ($157/Sqft.)', '3  full baths', '0.1   Acres', '1  story', '2020  year built']",[]
,,"$205,000",2150 Jakes Colony Rd,2150 Jakes Colony Rd,"
                    For Sale, Lots","['217,800  Sqft. ($1/Sqft.)', '5   Acres']",[]
,,"$335,000",2700 Jackson Crest St,2700 Jackson Crest St,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,676  Sqft. ($200/Sqft.)', '2  full baths', '0.6   Acres', '1  story', '1993  year built']",[]
,,"$89,000",Lot 95 Cliffs Dr,Lot 95 Cliffs Dr,"
                    For Sale, Land / Unimproved Land",['0.3   Acres'],[]
,,"$150,000",508 Oak Hill Trl,508 Oak Hill Trl,"
                    For Sale, Land / Unimproved Land",['0.4   Acres'],[]
,,"$120,000",3103 Park St,3103 Park St,"
                    For Sale, Residential - Single Family","['2  bedrooms', '1,500  Sqft. ($80/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '1965  year built']",[]
,,"$482,278",11131 Morricone,11131 Morricone,"
                    For Sale, Single-Family","['4  bedrooms', '2,579  Sqft. ($187/Sqft.)', '2 full & 1  half baths', '2  stories']",[]
,,"$245,000",165 Eisenhower Blvd B,165 Eisenhower Blvd B,"
                    For Sale, Multi-Family - Duplex","['4  bedrooms', '2  full baths', '0.2   Acres', '1  story', '1945  year built']",[]
,,"$329,000",0011 Rose Hill Rd,0011 Rose Hill Rd,"
                    For Sale, Land / Unimproved Land",['11   Acres'],[]
,,"$415,100",Tract 2 VZ County Road 2810,Tract 2 VZ County Road 2810,"
                    For Sale, Land / Unimproved Land",['23.6   Acres'],[]
,,"$152,900",2038 SPRINGVALE DR,2038 SPRINGVALE DR,"
                    For Sale, Single-Family","['3  bedrooms', '1,187  Sqft. ($129/Sqft.)', '1  full baths', '1  story']",[]
,,"$415,100",Tract 3 VZ County Road 2810,Tract 3 VZ County Road 2810,"
                    For Sale, Land / Unimproved Land",['23.5   Acres'],[]
,,"$415,100",Tract 4 VZ County Road 2810,Tract 4 VZ County Road 2810,"
                    For Sale, Land / Unimproved Land",['23.5   Acres'],[]
,,"$415,100",TRACT 5 Vz County Road 2810,TRACT 5 Vz County Road 2810,"
                    For Sale, Land / Unimproved Land","['25   Acres', '2001  year built']",[]
background-image:url('https://listingmedia7.harstatic.com/430724938/lr/1.jpeg');,,"$415,100",TRACT 6 Vz County Road 2810,TRACT 6 Vz County Road 2810,"
                    For Sale, Land / Unimproved Land","['25   Acres', '2001  year built']",[]
background-image:url('https://listingmedia7.harstatic.com/430751777/lr/1.jpeg');,,"$1,795,000",7908 Stanford Ave,7908 Stanford Ave,"
                    For Sale, Residential - Single Family","['4  bedrooms', '3,275  Sqft. ($548/Sqft.)', '3  full baths', '8,400  lot Sqft.', '1.5  stories', '2003  year built']",[]
background-image:url('https://listingmedia7.harstatic.com/430724323/lr/1.jpeg');,,"$415,100",Tract 1 VZ County Road 2810,Tract 1 VZ County Road 2810,"
                    For Sale, Land / Unimproved Land",['23.6   Acres'],[]
background-image:url('https://photos.harstatic.com/276694192/lr/img-1.jpeg?ts=2023-08-21T18:52:01.920');,,"$315,000",209 Hampton Cove,209 Hampton Cove,"
                    For Sale, Single-Family","['3  bedrooms', '1,693  Sqft. ($186/Sqft.)', '2 full & 1  half baths', '2  stories']",[]
background-image:url('https://listingmedia7.harstatic.com/430732312/lr/1.jpeg');,,"$1,590,000",1004 Serenity Ln,1004 Serenity Ln,"
                    For Sale, Residential - Single Family","['4  bedrooms', '4,610  Sqft. ($345/Sqft.)', '4 full & 1  half baths', '0.5   Acres', '1  story', 'Private Pool', '2012  year built']",[]
background-image:url('https://content.harstatic.com/media/icons/artwork/no_photo_placeholder__large.svg');,,"$169,900",1106 Margaret St,1106 Margaret St,"
                    For Sale, Residential - Single Family","['3  bedrooms', '930  Sqft. ($183/Sqft.)', '1  full baths', '0.1   Acres', '1  story', '1956  year built']",[]
background-image:url('https://photos.harstatic.com/276693550/lr/img-1.jpeg?ts=2023-08-21T18:37:01.243');,,"$319,900",27423 Lasso Bend,27423 Lasso Bend,"
                    For Sale, Single-Family","['3  bedrooms', '1,547  Sqft. ($207/Sqft.)', '2  full baths', '1  story']",[]
background-image:url('https://listingmedia7.harstatic.com/430751415/lr/1.jpeg');,,"$415,000",509 Terrace Ct,509 Terrace Ct,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,810  Sqft. ($148/Sqft.)', '3 full & 1  half baths', '0.1   Acres', '2  stories', '2017  year built']",[]
background-image:url('https://content.harstatic.com/media/icons/artwork/no_photo_placeholder__large.svg');,,"$60,000",21801 O'Neill Ave,21801 O'Neill Ave,"
                    For Sale, Lots","['9,015  Sqft. ($7/Sqft.)', '0.2   Acres']",[]
,,"$1,995,000",257 Pecan Valley Ct,257 Pecan Valley Ct,"
                    For Sale, Residential - Single Family","['5  bedrooms', '4,991  Sqft. ($400/Sqft.)', '3 full & 1  half baths', '40.7   Acres', '2  stories', '2011  year built']",[]
,,"$239,900",2718 CEDAR SOUND,2718 CEDAR SOUND,"
                    For Sale, Single-Family","['3  bedrooms', '1,912  Sqft. ($125/Sqft.)', '2 full & 1  half baths', '2  stories']",[]
,,"$319,900",11824 Bobcat Dr,11824 Bobcat Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,416  Sqft. ($226/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '2004  year built']",[]
,,"$435,000",4901 Spanish River Trl,4901 Spanish River Trl,"
                    For Sale, Residential - Single Family","['5  bedrooms', '2,811  Sqft. ($155/Sqft.)', '2 full & 1  half baths', '0.3   Acres', '2  stories', '1994  year built']",[]
,,"$195,000",503 Aviation Ave,503 Aviation Ave,"
                    For Sale, Single-Family","['3  bedrooms', '1,044  Sqft. ($187/Sqft.)', '1  full baths', '1  story']",[]
,,"$8,800,000",1979 State Hwy 41,1979 State Hwy 41,"
                    For Sale, Country Homes/Acreage","['3  bedrooms', '567  Sqft. ($15520/Sqft.)', '3  full baths', '1,600   Acres']",[]
,,"$350,000",6508 Crockett Ct,6508 Crockett Ct,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,694  Sqft. ($207/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '1978  year built']",[]
,,"$198,000",908 Elm St,908 Elm St,"
                    For Sale, Single-Family","['2  bedrooms', '1,066  Sqft. ($186/Sqft.)', '1  full baths', '1  story']",[]
,,"$169,900",TBD VZCR 3808,TBD VZCR 3808,"
                    For Sale, Land / Unimproved Land",['8.7   Acres'],[]
,,"$279,900",722 W Grenoble Dr,722 W Grenoble Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,519  Sqft. ($184/Sqft.)', '1  full baths', '0.2   Acres', '1  story', '1971  year built']",[]
,,"$229,000",2009 Westmoor Pl,2009 Westmoor Pl,"
                    For Sale, Residential - Townhouse","['3  bedrooms', '1,568  Sqft. ($146/Sqft.)', '2 full & 1  half baths', '0.1   Acres', '2  stories', '1973  year built']",[]
,,"$300,000",TBD Sky Meadow Dr,TBD Sky Meadow Dr,"
                    For Sale, Land / Unimproved Land",['6.3   Acres'],[]
,,"$229,000",2011 Westmoor Pl,2011 Westmoor Pl,"
                    For Sale, Residential - Townhouse","['3  bedrooms', '1,400  Sqft. ($164/Sqft.)', '2 full & 1  half baths', '0.1   Acres', '2  stories', '1973  year built']",[]
,,"$580,000",1305 Jennifer Dr,1305 Jennifer Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '4,009  Sqft. ($145/Sqft.)', '3 full & 1  half baths', '0.3   Acres', '2  stories', '1999  year built']",[]
,,"$39,000",Lot 1 Block 1 Private Road 5441 Rd,Lot 1 Block 1 Private Road 5441 Rd,"
                    For Sale, Land / Unimproved Land",['1   Acres'],[]
,,"$563,990",330 Rhapsody View,330 Rhapsody View,"
                    For Sale, Single-Family","['5  bedrooms', '2,858  Sqft. ($197/Sqft.)', '2 full & 1  half baths', '1  story']",[]
,,"$520,000",4041 Alpha Rd,4041 Alpha Rd,"
                    For Sale, Residential - Single Family","['3  bedrooms', '2,230  Sqft. ($233/Sqft.)', '2 full & 1  half baths', '0.1   Acres', '2  stories', '2012  year built']",[]
,,"$350,000",0 W Cleburne Rd,0 W Cleburne Rd,"
                    For Sale, Land / Unimproved Land",['1.7   Acres'],[]
,,"$261,999",221 Boxberry Way,221 Boxberry Way,"
                    For Sale, Residential - Single Family","['4  bedrooms', '1,550  Sqft. ($169/Sqft.)', '2 full & 1  half baths', '0.1   Acres', '2  stories', '2023  year built']",[]
,,"$350,000",4719 Capitol Ave,4719 Capitol Ave,"
                    For Sale, Residential - Single Family","['2  bedrooms', '1,142  Sqft. ($306/Sqft.)', '1  full baths', '0.1   Acres', '1  story', '1921  year built']",[]
,,"$375,000",812 E Tyler St,812 E Tyler St,"
                    For Sale, Residential - Single Family","['3  bedrooms', '3,604  Sqft. ($104/Sqft.)', '3 full & 1  half baths', '1.0   Acres', '1  story', '1967  year built']",[]
,,"$405,000",12150 TWISTED SPUR,12150 TWISTED SPUR,"
                    For Sale, Single-Family","['4  bedrooms', '2,825  Sqft. ($143/Sqft.)', '3 full & 1  half baths', '2  stories']",[]
,,"$1,300,000",1937 Mount Mckinley Pl,1937 Mount Mckinley Pl,"
                    For Sale, Residential - Single Family","['6  bedrooms', '6,464  Sqft. ($201/Sqft.)', '5 full & 1  half baths', '1.2   Acres', '2  stories', 'Private Pool', '2008  year built']",[]
